	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
85	1	0.0251793542209027	-0.0272435919270833	0	0.605	0.832	0.0251793542209027	-0.0272435919270833	10	20000	A3	2160	720	0	300	0.2	DIAG	LAT
86	2	0.011794640693229	-0.0760635663715276	0	0.82	0.596	0.011794640693229	-0.0760635663715276	50	20000	A3	2160	720	0	300	0.2	DIAG	LAT
87	3	0.00298179816840295	-0.148624415746528	0	0.961	0.26	0.00298179816840295	-0.148624415746528	100	20000	A3	2160	720	0	300	0.2	DIAG	LAT
88	4	-0.0207897758118058	-0.0526794701736111	0	0.7	0.756	-0.0207897758118058	-0.0526794701736111	500	20000	A3	2160	720	0	300	0.2	DIAG	LAT
89	5	-0.0225157911779512	0.0861345067708322	0	0.768	0.687	-0.0225157911779512	0.0861345067708322	1000	20000	A3	2160	720	0	300	0.2	DIAG	LAT
90	6	0.121258488418056	0.68398245546875	0	0.006	0	0.121258488418056	0.68398245546875	FGr	20000	A3	2160	720	0	300	0.2	DIAG	LAT
91	7	0.122027566507812	0.691798587725694	0	0.014	0	0.122027566507812	0.691798587725694	NoCorrection	20000	A3	2160	720	0	300	0.2	DIAG	LAT
92	8	0.0251793542209027	-0.0272435919270833	0	0.586	0.84	0.0251793542209027	-0.0272435919270833	10	20000	A3	2160	720	0	300	0.2	DIAG	PS
93	9	0.011794640693229	-0.0760635663715276	0	0.822	0.564	0.011794640693229	-0.0760635663715276	50	20000	A3	2160	720	0	300	0.2	DIAG	PS
94	10	0.00298179816840295	-0.148624415746528	0	0.952	0.269	0.00298179816840295	-0.148624415746528	100	20000	A3	2160	720	0	300	0.2	DIAG	PS
95	11	-0.0207897758118058	-0.0526794701736111	0	0.726	0.721	-0.0207897758118058	-0.0526794701736111	500	20000	A3	2160	720	0	300	0.2	DIAG	PS
