	V1	error	rep	config	gwas_size	test_size	L	type
304	16	0.653257294237847	A5	C1	10000	10000	300	FGr
305	17	0.327191509170447	A5	C1	10000	10000	1000	FGr
306	18	0.0442152634344122	A5	C1	10000	10000	10000	FGr
307	19	0.992735500495629	A5	C2	1000	100	300	FGr
308	20	0.982041844151582	A5	C2	1000	100	1000	FGr
309	21	0.989211552521045	A5	C2	1000	100	10000	FGr
310	22	0.999979581311339	A5	C2	1000	1000	300	FGr
311	23	0.991890780065888	A5	C2	1000	1000	1000	FGr
312	24	0.983472985424646	A5	C2	1000	1000	10000	FGr
313	25	0.996640741483957	A5	C2	1000	10000	300	FGr
314	26	0.998273743717592	A5	C2	1000	10000	1000	FGr
315	27	0.999999724555922	A5	C2	1000	10000	10000	FGr
316	28	0.998155785307409	A5	C2	10000	100	300	FGr
317	29	0.993822931703831	A5	C2	10000	100	1000	FGr
318	30	0.992876535264546	A5	C2	10000	100	10000	FGr
319	31	0.999270417850635	A5	C2	10000	1000	300	FGr
320	32	0.998993541629479	A5	C2	10000	1000	1000	FGr
321	33	0.999987319928952	A5	C2	10000	1000	10000	FGr
322	34	0.995257224970331	A5	C2	10000	10000	300	FGr
323	35	0.999948070307679	A5	C2	10000	10000	1000	FGr
324	36	0.997511423561921	A5	C2	10000	10000	10000	FGr
325	37	0.310855381802116	A5	C1	1000	100	300	PC1
326	38	0.110693191837902	A5	C1	1000	100	1000	PC1
327	39	0.012352333910627	A5	C1	1000	100	10000	PC1
328	40	0.299451416260275	A5	C1	1000	1000	300	PC1
329	41	0.114009601596483	A5	C1	1000	1000	1000	PC1
330	42	0.012762266400589	A5	C1	1000	1000	10000	PC1
331	43	0.315322003274157	A5	C1	1000	10000	300	PC1
332	44	0.109471414333699	A5	C1	1000	10000	1000	PC1
333	45	0.012507739759552	A5	C1	1000	10000	10000	PC1
334	46	0.273240182958277	A5	C1	10000	100	300	PC1
335	47	0.102083170238342	A5	C1	10000	100	1000	PC1
336	48	0.0112420429938254	A5	C1	10000	100	10000	PC1
337	49	0.269589277832718	A5	C1	10000	1000	300	PC1
338	50	0.104161713254717	A5	C1	10000	1000	1000	PC1
339	51	0.0112138529992388	A5	C1	10000	1000	10000	PC1
340	52	0.287908404227677	A5	C1	10000	10000	300	PC1
341	53	0.105852233619956	A5	C1	10000	10000	1000	PC1
342	54	0.0112239147419421	A5	C1	10000	10000	10000	PC1
343	55	0.522146277392316	A5	C2	1000	100	300	PC1
344	56	0.222179530688824	A5	C2	1000	100	1000	PC1
345	57	0.0273395519688745	A5	C2	1000	100	10000	PC1
346	58	0.601054987929411	A5	C2	1000	1000	300	PC1
347	59	0.225668722805481	A5	C2	1000	1000	1000	PC1
348	60	0.0296823808071037	A5	C2	1000	1000	10000	PC1
349	61	0.482295736775807	A5	C2	1000	10000	300	PC1
350	62	0.236145414803934	A5	C2	1000	10000	1000	PC1
351	63	0.0279302138551343	A5	C2	1000	10000	10000	PC1
352	64	0.447461095624017	A5	C2	10000	100	300	PC1
353	65	0.177973898848977	A5	C2	10000	100	1000	PC1
354	66	0.0216272568467037	A5	C2	10000	100	10000	PC1
355	67	0.412435771929003	A5	C2	10000	1000	300	PC1
356	68	0.184470138141953	A5	C2	10000	1000	1000	PC1
357	69	0.0219609004057064	A5	C2	10000	1000	10000	PC1
358	70	0.421205150461524	A5	C2	10000	10000	300	PC1
359	71	0.178348141827971	A5	C2	10000	10000	1000	PC1
360	72	0.0228246184910919	A5	C2	10000	10000	10000	PC1
361	1	0.69210772744765	A6	C1	1000	100	300	FGr
362	2	0.551781307769162	A6	C1	1000	100	1000	FGr
363	3	0.0757912545229327	A6	C1	1000	100	10000	FGr
364	4	0.700821147086979	A6	C1	1000	1000	300	FGr
365	5	0.304156455402683	A6	C1	1000	1000	1000	FGr
366	6	0.0477232587255225	A6	C1	1000	1000	10000	FGr
367	7	0.701490403995035	A6	C1	1000	10000	300	FGr
368	8	0.298110450477425	A6	C1	1000	10000	1000	FGr
369	9	0.0468906847061458	A6	C1	1000	10000	10000	FGr
370	10	0.77072430467938	A6	C1	10000	100	300	FGr
371	11	0.509787587582273	A6	C1	10000	100	1000	FGr
372	12	0.080532814159774	A6	C1	10000	100	10000	FGr
373	13	0.555580428120631	A6	C1	10000	1000	300	FGr
374	14	0.35687723038036	A6	C1	10000	1000	1000	FGr
375	15	0.0482156996616831	A6	C1	10000	1000	10000	FGr
376	16	0.599807046786038	A6	C1	10000	10000	300	FGr
377	17	0.371926205048763	A6	C1	10000	10000	1000	FGr
378	18	0.0415760716393772	A6	C1	10000	10000	10000	FGr
379	19	0.999934248551958	A6	C2	1000	100	300	FGr
380	20	0.999936109551244	A6	C2	1000	100	1000	FGr
381	21	0.999875250171854	A6	C2	1000	100	10000	FGr
382	22	0.998585052234145	A6	C2	1000	1000	300	FGr
383	23	0.999706602299946	A6	C2	1000	1000	1000	FGr
384	24	0.998262202691982	A6	C2	1000	1000	10000	FGr
385	25	0.99976781730942	A6	C2	1000	10000	300	FGr
386	26	0.989036595061672	A6	C2	1000	10000	1000	FGr
387	27	0.999987565594415	A6	C2	1000	10000	10000	FGr
388	28	0.999230085893996	A6	C2	10000	100	300	FGr
389	29	0.98611569478788	A6	C2	10000	100	1000	FGr
390	30	0.996242285900779	A6	C2	10000	100	10000	FGr
391	31	0.999744407142067	A6	C2	10000	1000	300	FGr
392	32	0.994392919404194	A6	C2	10000	1000	1000	FGr
393	33	0.996874245383875	A6	C2	10000	1000	10000	FGr
394	34	0.991098479289567	A6	C2	10000	10000	300	FGr
395	35	0.993045482695184	A6	C2	10000	10000	1000	FGr
396	36	0.98117627096514	A6	C2	10000	10000	10000	FGr
397	37	0.291286964484288	A6	C1	1000	100	300	PC1
398	38	0.120959959532071	A6	C1	1000	100	1000	PC1
399	39	0.0129230333624563	A6	C1	1000	100	10000	PC1
400	40	0.32517524451127	A6	C1	1000	1000	300	PC1
401	41	0.100948677072463	A6	C1	1000	1000	1000	PC1
402	42	0.0123300148292923	A6	C1	1000	1000	10000	PC1
403	43	0.312371613838046	A6	C1	1000	10000	300	PC1
404	44	0.118983562337136	A6	C1	1000	10000	1000	PC1
405	45	0.0123696563273394	A6	C1	1000	10000	10000	PC1
406	46	0.258241354446299	A6	C1	10000	100	300	PC1
407	47	0.105782850958733	A6	C1	10000	100	1000	PC1
408	48	0.0107377676369511	A6	C1	10000	100	10000	PC1
409	49	0.275994229744311	A6	C1	10000	1000	300	PC1
410	50	0.102787017121174	A6	C1	10000	1000	1000	PC1
411	51	0.0114651842102887	A6	C1	10000	1000	10000	PC1
412	52	0.252172802490074	A6	C1	10000	10000	300	PC1
413	53	0.105883396142009	A6	C1	10000	10000	1000	PC1
414	54	0.0113120363745854	A6	C1	10000	10000	10000	PC1
415	55	0.511147473975872	A6	C2	1000	100	300	PC1
416	56	0.213112885398216	A6	C2	1000	100	1000	PC1
417	57	0.030165482323944	A6	C2	1000	100	10000	PC1
418	58	0.550113177230329	A6	C2	1000	1000	300	PC1
419	59	0.239740841776602	A6	C2	1000	1000	1000	PC1
420	60	0.0281444722976331	A6	C2	1000	1000	10000	PC1
421	61	0.54928611051289	A6	C2	1000	10000	300	PC1
422	62	0.253101807436309	A6	C2	1000	10000	1000	PC1
423	63	0.0273584339705115	A6	C2	1000	10000	10000	PC1
424	64	0.458796643323388	A6	C2	10000	100	300	PC1
425	65	0.18176776329216	A6	C2	10000	100	1000	PC1
426	66	0.0226944973001987	A6	C2	10000	100	10000	PC1
427	67	0.431789765127243	A6	C2	10000	1000	300	PC1
428	68	0.18691866296661	A6	C2	10000	1000	1000	PC1
429	69	0.022604572951955	A6	C2	10000	1000	10000	PC1
430	70	0.433081081498669	A6	C2	10000	10000	300	PC1
431	71	0.197441442278335	A6	C2	10000	10000	1000	PC1
432	72	0.0234484004206879	A6	C2	10000	10000	10000	PC1
433	1	0.765808972280468	A7	C1	1000	100	300	FGr
434	2	0.447557678774539	A7	C1	1000	100	1000	FGr
435	3	0.0927054561376057	A7	C1	1000	100	10000	FGr
436	4	0.659260472811103	A7	C1	1000	1000	300	FGr
437	5	0.288934672696676	A7	C1	1000	1000	1000	FGr
438	6	0.0438922746748884	A7	C1	1000	1000	10000	FGr
439	7	0.591213876801853	A7	C1	1000	10000	300	FGr
440	8	0.362161507757052	A7	C1	1000	10000	1000	FGr
441	9	0.0425673190988159	A7	C1	1000	10000	10000	FGr
442	10	0.741200119348674	A7	C1	10000	100	300	FGr
443	11	0.521387147623825	A7	C1	10000	100	1000	FGr
444	12	0.0833190463031923	A7	C1	10000	100	10000	FGr
445	13	0.584802356276812	A7	C1	10000	1000	300	FGr
446	14	0.350457968630956	A7	C1	10000	1000	1000	FGr
447	15	0.0470089307032382	A7	C1	10000	1000	10000	FGr
448	16	0.581605297256734	A7	C1	10000	10000	300	FGr
449	17	0.296118724005293	A7	C1	10000	10000	1000	FGr
450	18	0.047214769236186	A7	C1	10000	10000	10000	FGr
451	19	0.992731442094798	A7	C2	1000	100	300	FGr
452	20	0.990418684905689	A7	C2	1000	100	1000	FGr
453	21	0.99973233929781	A7	C2	1000	100	10000	FGr
454	22	0.999323298977749	A7	C2	1000	1000	300	FGr
